Location,Year,Site,lat,lon,Depth,Patch,Stony_coral_cover
Moorea,2005,1,-17.474,-149.836,10,nd,26.8
Moorea,2005,1,-17.474,-149.836,10,nd,47.3
Moorea,2005,1,-17.474,-149.836,10,nd,48.5
Moorea,2005,1,-17.474,-149.836,10,nd,52.5
Moorea,2005,1,-17.474,-149.836,10,nd,33.3
Moorea,2005,1,-17.474,-149.836,10,nd,63.0
Moorea,2005,1,-17.474,-149.836,10,nd,29.9
Moorea,2005,1,-17.474,-149.836,10,nd,48.8
Moorea,2005,1,-17.474,-149.836,10,nd,50.0
Moorea,2005,1,-17.474,-149.836,10,nd,39.6
Moorea,2005,1,-17.474,-149.836,10,nd,40.4
Moorea,2005,1,-17.474,-149.836,10,nd,78.5
Moorea,2005,1,-17.474,-149.836,10,nd,92.8
Moorea,2005,1,-17.474,-149.836,10,nd,53.6
Moorea,2005,1,-17.474,-149.836,10,nd,50.9
Moorea,2005,1,-17.474,-149.836,10,nd,0.0
Moorea,2005,1,-17.474,-149.836,10,nd,41.0
Moorea,2005,1,-17.474,-149.836,10,nd,34.1
Moorea,2005,1,-17.474,-149.836,10,nd,46.1
Moorea,2005,1,-17.474,-149.836,10,nd,63.5
Moorea,2005,1,-17.474,-149.836,10,nd,45.2
Moorea,2005,1,-17.474,-149.836,10,nd,35.5
Moorea,2005,1,-17.474,-149.836,10,nd,24.2
Moorea,2005,1,-17.474,-149.836,10,nd,43.0
Moorea,2005,1,-17.474,-149.836,10,nd,66.3
Moorea,2005,1,-17.474,-149.836,10,nd,45.7
Moorea,2005,1,-17.474,-149.836,10,nd,57.5
Moorea,2005,1,-17.474,-149.836,10,nd,58.7
Moorea,2005,1,-17.474,-149.836,10,nd,49.1
Moorea,2005,1,-17.474,-149.836,10,nd,40.5
Moorea,2005,1,-17.474,-149.836,10,nd,31.0
Moorea,2005,1,-17.474,-149.836,10,nd,34.3
Moorea,2005,1,-17.474,-149.836,10,nd,40.1
Moorea,2005,1,-17.474,-149.836,10,nd,13.0
Moorea,2005,1,-17.474,-149.836,10,nd,40.5
Moorea,2005,1,-17.474,-149.836,10,nd,63.3
Moorea,2005,1,-17.474,-149.836,10,nd,67.5
Moorea,2005,2,-17.471,-149.808,10,nd,52.1
Moorea,2005,2,-17.471,-149.808,10,nd,45.5
Moorea,2005,2,-17.471,-149.808,10,nd,19.6
Moorea,2005,2,-17.471,-149.808,10,nd,48.6
Moorea,2005,2,-17.471,-149.808,10,nd,37.7
Moorea,2005,2,-17.471,-149.808,10,nd,64.7
Moorea,2005,2,-17.471,-149.808,10,nd,41.0
Moorea,2005,2,-17.471,-149.808,10,nd,46.9
Moorea,2005,2,-17.471,-149.808,10,nd,27.9
Moorea,2005,2,-17.471,-149.808,10,nd,43.9
Moorea,2005,2,-17.471,-149.808,10,nd,29.8
Moorea,2005,2,-17.471,-149.808,10,nd,22.2
Moorea,2005,2,-17.471,-149.808,10,nd,29.1
Moorea,2005,2,-17.471,-149.808,10,nd,31.0
Moorea,2005,2,-17.471,-149.808,10,nd,25.7
Moorea,2005,2,-17.471,-149.808,10,nd,28.0
Moorea,2005,2,-17.471,-149.808,10,nd,50.6
Moorea,2005,2,-17.471,-149.808,10,nd,33.1
Moorea,2005,2,-17.471,-149.808,10,nd,28.9
Moorea,2005,2,-17.471,-149.808,10,nd,36.2
Moorea,2005,2,-17.471,-149.808,10,nd,22.9
Moorea,2005,2,-17.471,-149.808,10,nd,20.5
Moorea,2005,2,-17.471,-149.808,10,nd,58.5
Moorea,2005,2,-17.471,-149.808,10,nd,52.1
Moorea,2005,2,-17.471,-149.808,10,nd,23.9
Moorea,2005,2,-17.471,-149.808,10,nd,30.6
Moorea,2005,2,-17.471,-149.808,10,nd,27.4
Moorea,2005,2,-17.471,-149.808,10,nd,32.7
Moorea,2005,2,-17.471,-149.808,10,nd,26.8
Moorea,2005,2,-17.471,-149.808,10,nd,26.5
Moorea,2005,2,-17.471,-149.808,10,nd,12.9
Moorea,2005,2,-17.471,-149.808,10,nd,11.8
Moorea,2005,2,-17.471,-149.808,10,nd,23.1
Moorea,2005,2,-17.471,-149.808,10,nd,21.8
Moorea,2005,2,-17.471,-149.808,10,nd,22.0
Moorea,2005,2,-17.471,-149.808,10,nd,30.9
Moorea,2005,2,-17.471,-149.808,10,nd,24.6
Moorea,2005,2,-17.471,-149.808,10,nd,43.5
Moorea,2005,2,-17.471,-149.808,10,nd,15.1
Moorea,2005,3,-17.514,-149.761,10,nd,29.8
Moorea,2005,3,-17.514,-149.761,10,nd,31.4
Moorea,2005,3,-17.514,-149.761,10,nd,28.5
Moorea,2005,3,-17.514,-149.761,10,nd,25.6
Moorea,2005,3,-17.514,-149.761,10,nd,17.4
Moorea,2005,3,-17.514,-149.761,10,nd,32.5
Moorea,2005,3,-17.514,-149.761,10,nd,47.3
Moorea,2005,3,-17.514,-149.761,10,nd,35.8
Moorea,2005,3,-17.514,-149.761,10,nd,20.1
Moorea,2005,3,-17.514,-149.761,10,nd,25.6
Moorea,2005,3,-17.514,-149.761,10,nd,25.1
Moorea,2005,3,-17.514,-149.761,10,nd,25.9
Moorea,2005,3,-17.514,-149.761,10,nd,65.3
Moorea,2005,3,-17.514,-149.761,10,nd,35.2
Moorea,2005,3,-17.514,-149.761,10,nd,61.7
Moorea,2005,3,-17.514,-149.761,10,nd,43.8
Moorea,2005,3,-17.514,-149.761,10,nd,52.7
Moorea,2005,3,-17.514,-149.761,10,nd,47.6
Moorea,2005,3,-17.514,-149.761,10,nd,33.3
Moorea,2005,3,-17.514,-149.761,10,nd,36.8
Moorea,2005,3,-17.514,-149.761,10,nd,36.5
Moorea,2005,3,-17.514,-149.761,10,nd,36.7
Moorea,2005,3,-17.514,-149.761,10,nd,28.0
Moorea,2005,3,-17.514,-149.761,10,nd,41.7
Moorea,2005,3,-17.514,-149.761,10,nd,45.7
Moorea,2005,3,-17.514,-149.761,10,nd,57.8
Moorea,2005,3,-17.514,-149.761,10,nd,51.8
Moorea,2005,3,-17.514,-149.761,10,nd,53.2
Moorea,2005,3,-17.514,-149.761,10,nd,28.2
Moorea,2005,3,-17.514,-149.761,10,nd,47.0
Moorea,2005,3,-17.514,-149.761,10,nd,37.9
Moorea,2005,3,-17.514,-149.761,10,nd,34.3
Moorea,2005,3,-17.514,-149.761,10,nd,29.1
Moorea,2005,3,-17.514,-149.761,10,nd,32.7
Moorea,2005,3,-17.514,-149.761,10,nd,23.6
Moorea,2005,3,-17.514,-149.761,10,nd,25.1
Moorea,2005,3,-17.514,-149.761,10,nd,40.5
Moorea,2005,3,-17.514,-149.761,10,nd,55.0
Moorea,2005,3,-17.514,-149.761,10,nd,33.5
Moorea,2005,4,-17.547,-149.769,10,nd,50.3
Moorea,2005,4,-17.547,-149.769,10,nd,40.6
Moorea,2005,4,-17.547,-149.769,10,nd,32.6
Moorea,2005,4,-17.547,-149.769,10,nd,33.5
Moorea,2005,4,-17.547,-149.769,10,nd,51.7
Moorea,2005,4,-17.547,-149.769,10,nd,34.3
Moorea,2005,4,-17.547,-149.769,10,nd,39.2
Moorea,2005,4,-17.547,-149.769,10,nd,58.4
Moorea,2005,4,-17.547,-149.769,10,nd,24.2
Moorea,2005,4,-17.547,-149.769,10,nd,34.5
Moorea,2005,4,-17.547,-149.769,10,nd,33.3
Moorea,2005,4,-17.547,-149.769,10,nd,46.7
Moorea,2005,4,-17.547,-149.769,10,nd,35.1
Moorea,2005,4,-17.547,-149.769,10,nd,27.4
Moorea,2005,4,-17.547,-149.769,10,nd,48.0
Moorea,2005,4,-17.547,-149.769,10,nd,23.5
Moorea,2005,4,-17.547,-149.769,10,nd,52.4
Moorea,2005,4,-17.547,-149.769,10,nd,49.2
Moorea,2005,4,-17.547,-149.769,10,nd,32.4
Moorea,2005,4,-17.547,-149.769,10,nd,27.8
Moorea,2005,4,-17.547,-149.769,10,nd,44.8
Moorea,2005,4,-17.547,-149.769,10,nd,41.4
Moorea,2005,4,-17.547,-149.769,10,nd,67.6
Moorea,2005,4,-17.547,-149.769,10,nd,39.0
Moorea,2005,4,-17.547,-149.769,10,nd,25.6
Moorea,2005,4,-17.547,-149.769,10,nd,46.0
Moorea,2005,4,-17.547,-149.769,10,nd,22.9
Moorea,2005,4,-17.547,-149.769,10,nd,60.3
Moorea,2005,4,-17.547,-149.769,10,nd,49.5
Moorea,2005,4,-17.547,-149.769,10,nd,33.5
Moorea,2005,4,-17.547,-149.769,10,nd,57.1
Moorea,2005,4,-17.547,-149.769,10,nd,59.2
Moorea,2005,4,-17.547,-149.769,10,nd,36.9
Moorea,2005,4,-17.547,-149.769,10,nd,48.3
Moorea,2005,4,-17.547,-149.769,10,nd,52.5
Moorea,2005,4,-17.547,-149.769,10,nd,42.1
Moorea,2005,4,-17.547,-149.769,10,nd,24.4
Moorea,2005,4,-17.547,-149.769,10,nd,41.7
Moorea,2005,4,-17.547,-149.769,10,nd,36.4
Moorea,2005,4,-17.547,-149.769,10,nd,35.9
Moorea,2005,5,-17.581,-149.875,10,nd,60.2
Moorea,2005,5,-17.581,-149.875,10,nd,50.7
Moorea,2005,5,-17.581,-149.875,10,nd,33.9
Moorea,2005,5,-17.581,-149.875,10,nd,33.1
Moorea,2005,5,-17.581,-149.875,10,nd,43.2
Moorea,2005,5,-17.581,-149.875,10,nd,47.0
Moorea,2005,5,-17.581,-149.875,10,nd,12.7
Moorea,2005,5,-17.581,-149.875,10,nd,15.3
Moorea,2005,5,-17.581,-149.875,10,nd,38.2
Moorea,2005,5,-17.581,-149.875,10,nd,46.2
Moorea,2005,5,-17.581,-149.875,10,nd,54.9
Moorea,2005,5,-17.581,-149.875,10,nd,40.9
Moorea,2005,5,-17.581,-149.875,10,nd,29.7
Moorea,2005,5,-17.581,-149.875,10,nd,14.6
Moorea,2005,5,-17.581,-149.875,10,nd,57.1
Moorea,2005,5,-17.581,-149.875,10,nd,19.9
Moorea,2005,5,-17.581,-149.875,10,nd,43.4
Moorea,2005,5,-17.581,-149.875,10,nd,49.7
Moorea,2005,5,-17.581,-149.875,10,nd,25.5
Moorea,2005,5,-17.581,-149.875,10,nd,9.5
Moorea,2005,5,-17.581,-149.875,10,nd,19.4
Moorea,2005,5,-17.581,-149.875,10,nd,52.3
Moorea,2005,5,-17.581,-149.875,10,nd,41.4
Moorea,2005,5,-17.581,-149.875,10,nd,44.0
Moorea,2005,5,-17.581,-149.875,10,nd,29.1
Moorea,2005,5,-17.581,-149.875,10,nd,15.2
Moorea,2005,5,-17.581,-149.875,10,nd,11.9
Moorea,2005,5,-17.581,-149.875,10,nd,24.2
Moorea,2005,5,-17.581,-149.875,10,nd,31.2
Moorea,2005,5,-17.581,-149.875,10,nd,25.8
Moorea,2005,5,-17.581,-149.875,10,nd,12.3
Moorea,2005,5,-17.581,-149.875,10,nd,18.8
Moorea,2005,5,-17.581,-149.875,10,nd,50.6
Moorea,2005,5,-17.581,-149.875,10,nd,46.1
Moorea,2005,5,-17.581,-149.875,10,nd,41.4
Moorea,2005,5,-17.581,-149.875,10,nd,44.4
Moorea,2005,5,-17.581,-149.875,10,nd,23.4
Moorea,2005,5,-17.581,-149.875,10,nd,46.8
Moorea,2005,5,-17.581,-149.875,10,nd,20.9
Moorea,2005,5,-17.581,-149.875,10,nd,31.6
Moorea,2005,6,-17.519,-149.923,10,nd,30.5
Moorea,2005,6,-17.519,-149.923,10,nd,32.9
Moorea,2005,6,-17.519,-149.923,10,nd,34.0
Moorea,2005,6,-17.519,-149.923,10,nd,33.3
Moorea,2005,6,-17.519,-149.923,10,nd,52.7
Moorea,2005,6,-17.519,-149.923,10,nd,46.3
Moorea,2005,6,-17.519,-149.923,10,nd,38.6
Moorea,2005,6,-17.519,-149.923,10,nd,58.5
Moorea,2005,6,-17.519,-149.923,10,nd,66.0
Moorea,2005,6,-17.519,-149.923,10,nd,25.7
Moorea,2005,6,-17.519,-149.923,10,nd,25.0
Moorea,2005,6,-17.519,-149.923,10,nd,15.0
Moorea,2005,6,-17.519,-149.923,10,nd,29.9
Moorea,2005,6,-17.519,-149.923,10,nd,44.6
Moorea,2005,6,-17.519,-149.923,10,nd,30.6
Moorea,2005,6,-17.519,-149.923,10,nd,7.9
Moorea,2005,6,-17.519,-149.923,10,nd,57.1
Moorea,2005,6,-17.519,-149.923,10,nd,35.4
Moorea,2005,6,-17.519,-149.923,10,nd,22.0
Moorea,2005,6,-17.519,-149.923,10,nd,45.1
Moorea,2005,6,-17.519,-149.923,10,nd,51.5
Moorea,2005,6,-17.519,-149.923,10,nd,16.1
Moorea,2005,6,-17.519,-149.923,10,nd,23.9
Moorea,2005,6,-17.519,-149.923,10,nd,36.4
Moorea,2005,6,-17.519,-149.923,10,nd,18.8
Moorea,2005,6,-17.519,-149.923,10,nd,30.3
Moorea,2005,6,-17.519,-149.923,10,nd,25.9
Moorea,2005,6,-17.519,-149.923,10,nd,25.6
Moorea,2005,6,-17.519,-149.923,10,nd,33.1
Moorea,2005,6,-17.519,-149.923,10,nd,16.4
Moorea,2005,6,-17.519,-149.923,10,nd,47.9
Moorea,2005,6,-17.519,-149.923,10,nd,45.3
Moorea,2005,6,-17.519,-149.923,10,nd,18.1
Moorea,2005,6,-17.519,-149.923,10,nd,22.0
Moorea,2005,6,-17.519,-149.923,10,nd,22.7
Moorea,2005,6,-17.519,-149.923,10,nd,61.1
Moorea,2005,6,-17.519,-149.923,10,nd,66.5
Moorea,2005,6,-17.519,-149.923,10,nd,35.2
Moorea,2005,6,-17.519,-149.923,10,nd,31.5
Moorea,2005,6,-17.519,-149.923,10,nd,32.7
Moorea,2006,1,-17.474,-149.836,10,nd,27.2
Moorea,2006,1,-17.474,-149.836,10,nd,40.4
Moorea,2006,1,-17.474,-149.836,10,nd,52.9
Moorea,2006,1,-17.474,-149.836,10,nd,58.4
Moorea,2006,1,-17.474,-149.836,10,nd,37.5
Moorea,2006,1,-17.474,-149.836,10,nd,54.9
Moorea,2006,1,-17.474,-149.836,10,nd,23.4
Moorea,2006,1,-17.474,-149.836,10,nd,58.3
Moorea,2006,1,-17.474,-149.836,10,nd,33.3
Moorea,2006,1,-17.474,-149.836,10,nd,41.0
Moorea,2006,1,-17.474,-149.836,10,nd,43.4
Moorea,2006,1,-17.474,-149.836,10,nd,68.4
Moorea,2006,1,-17.474,-149.836,10,nd,82.7
Moorea,2006,1,-17.474,-149.836,10,nd,25.4
Moorea,2006,1,-17.474,-149.836,10,nd,45.8
Moorea,2006,1,-17.474,-149.836,10,nd,0.0
Moorea,2006,1,-17.474,-149.836,10,nd,38.1
Moorea,2006,1,-17.474,-149.836,10,nd,30.4
Moorea,2006,1,-17.474,-149.836,10,nd,56.6
Moorea,2006,1,-17.474,-149.836,10,nd,62.9
Moorea,2006,1,-17.474,-149.836,10,nd,59.8
Moorea,2006,1,-17.474,-149.836,10,nd,58.1
Moorea,2006,1,-17.474,-149.836,10,nd,28.2
Moorea,2006,1,-17.474,-149.836,10,nd,41.4
Moorea,2006,1,-17.474,-149.836,10,nd,69.6
Moorea,2006,1,-17.474,-149.836,10,nd,51.8
Moorea,2006,1,-17.474,-149.836,10,nd,62.3
Moorea,2006,1,-17.474,-149.836,10,nd,40.5
Moorea,2006,1,-17.474,-149.836,10,nd,61.2
Moorea,2006,1,-17.474,-149.836,10,nd,59.0
Moorea,2006,1,-17.474,-149.836,10,nd,49.1
Moorea,2006,1,-17.474,-149.836,10,nd,32.0
Moorea,2006,1,-17.474,-149.836,10,nd,24.9
Moorea,2006,1,-17.474,-149.836,10,nd,40.8
Moorea,2006,1,-17.474,-149.836,10,nd,22.9
Moorea,2006,1,-17.474,-149.836,10,nd,53.0
Moorea,2006,1,-17.474,-149.836,10,nd,40.7
Moorea,2006,1,-17.474,-149.836,10,nd,65.3
Moorea,2006,2,-17.471,-149.808,10,nd,42.9
Moorea,2006,2,-17.471,-149.808,10,nd,46.5
Moorea,2006,2,-17.471,-149.808,10,nd,27.3
Moorea,2006,2,-17.471,-149.808,10,nd,43.2
Moorea,2006,2,-17.471,-149.808,10,nd,21.6
Moorea,2006,2,-17.471,-149.808,10,nd,65.6
Moorea,2006,2,-17.471,-149.808,10,nd,40.4
Moorea,2006,2,-17.471,-149.808,10,nd,16.9
Moorea,2006,2,-17.471,-149.808,10,nd,25.9
Moorea,2006,2,-17.471,-149.808,10,nd,47.3
Moorea,2006,2,-17.471,-149.808,10,nd,29.6
Moorea,2006,2,-17.471,-149.808,10,nd,14.0
Moorea,2006,2,-17.471,-149.808,10,nd,22.1
Moorea,2006,2,-17.471,-149.808,10,nd,27.5
Moorea,2006,2,-17.471,-149.808,10,nd,29.8
Moorea,2006,2,-17.471,-149.808,10,nd,24.7
Moorea,2006,2,-17.471,-149.808,10,nd,57.6
Moorea,2006,2,-17.471,-149.808,10,nd,33.5
Moorea,2006,2,-17.471,-149.808,10,nd,17.0
Moorea,2006,2,-17.471,-149.808,10,nd,12.1
Moorea,2006,2,-17.471,-149.808,10,nd,24.4
Moorea,2006,2,-17.471,-149.808,10,nd,30.0
Moorea,2006,2,-17.471,-149.808,10,nd,58.0
Moorea,2006,2,-17.471,-149.808,10,nd,29.9
Moorea,2006,2,-17.471,-149.808,10,nd,17.4
Moorea,2006,2,-17.471,-149.808,10,nd,44.5
Moorea,2006,2,-17.471,-149.808,10,nd,19.6
Moorea,2006,2,-17.471,-149.808,10,nd,11.6
Moorea,2006,2,-17.471,-149.808,10,nd,16.9
Moorea,2006,2,-17.471,-149.808,10,nd,26.5
Moorea,2006,2,-17.471,-149.808,10,nd,30.7
Moorea,2006,2,-17.471,-149.808,10,nd,30.5
Moorea,2006,2,-17.471,-149.808,10,nd,10.4
Moorea,2006,2,-17.471,-149.808,10,nd,24.6
Moorea,2006,2,-17.471,-149.808,10,nd,6.8
Moorea,2006,2,-17.471,-149.808,10,nd,13.9
Moorea,2006,2,-17.471,-149.808,10,nd,35.5
Moorea,2006,2,-17.471,-149.808,10,nd,26.2
Moorea,2006,2,-17.471,-149.808,10,nd,34.3
Moorea,2006,2,-17.471,-149.808,10,nd,18.3
Moorea,2006,3,-17.514,-149.761,10,nd,27.5
Moorea,2006,3,-17.514,-149.761,10,nd,21.4
Moorea,2006,3,-17.514,-149.761,10,nd,57.4
Moorea,2006,3,-17.514,-149.761,10,nd,32.2
Moorea,2006,3,-17.514,-149.761,10,nd,31.4
Moorea,2006,3,-17.514,-149.761,10,nd,27.1
Moorea,2006,3,-17.514,-149.761,10,nd,20.5
Moorea,2006,3,-17.514,-149.761,10,nd,28.1
Moorea,2006,3,-17.514,-149.761,10,nd,24.7
Moorea,2006,3,-17.514,-149.761,10,nd,22.7
Moorea,2006,3,-17.514,-149.761,10,nd,33.9
Moorea,2006,3,-17.514,-149.761,10,nd,20.1
Moorea,2006,3,-17.514,-149.761,10,nd,30.1
Moorea,2006,3,-17.514,-149.761,10,nd,58.7
Moorea,2006,3,-17.514,-149.761,10,nd,45.0
Moorea,2006,3,-17.514,-149.761,10,nd,65.7
Moorea,2006,3,-17.514,-149.761,10,nd,44.4
Moorea,2006,3,-17.514,-149.761,10,nd,59.5
Moorea,2006,3,-17.514,-149.761,10,nd,50.0
Moorea,2006,3,-17.514,-149.761,10,nd,43.6
Moorea,2006,3,-17.514,-149.761,10,nd,53.2
Moorea,2006,3,-17.514,-149.761,10,nd,46.2
Moorea,2006,3,-17.514,-149.761,10,nd,27.6
Moorea,2006,3,-17.514,-149.761,10,nd,32.5
Moorea,2006,3,-17.514,-149.761,10,nd,52.4
Moorea,2006,3,-17.514,-149.761,10,nd,45.4
Moorea,2006,3,-17.514,-149.761,10,nd,66.1
Moorea,2006,3,-17.514,-149.761,10,nd,61.8
Moorea,2006,3,-17.514,-149.761,10,nd,48.0
Moorea,2006,3,-17.514,-149.761,10,nd,45.9
Moorea,2006,3,-17.514,-149.761,10,nd,52.4
Moorea,2006,3,-17.514,-149.761,10,nd,23.0
Moorea,2006,3,-17.514,-149.761,10,nd,37.4
Moorea,2006,3,-17.514,-149.761,10,nd,49.1
Moorea,2006,3,-17.514,-149.761,10,nd,52.7
Moorea,2006,3,-17.514,-149.761,10,nd,23.6
Moorea,2006,3,-17.514,-149.761,10,nd,36.6
Moorea,2006,3,-17.514,-149.761,10,nd,31.8
Moorea,2006,3,-17.514,-149.761,10,nd,60.7
Moorea,2006,3,-17.514,-149.761,10,nd,30.9
Moorea,2006,4,-17.547,-149.769,10,nd,38.5
Moorea,2006,4,-17.547,-149.769,10,nd,42.3
Moorea,2006,4,-17.547,-149.769,10,nd,48.5
Moorea,2006,4,-17.547,-149.769,10,nd,54.4
Moorea,2006,4,-17.547,-149.769,10,nd,52.4
Moorea,2006,4,-17.547,-149.769,10,nd,56.6
Moorea,2006,4,-17.547,-149.769,10,nd,45.7
Moorea,2006,4,-17.547,-149.769,10,nd,62.6
Moorea,2006,4,-17.547,-149.769,10,nd,28.6
Moorea,2006,4,-17.547,-149.769,10,nd,37.4
Moorea,2006,4,-17.547,-149.769,10,nd,30.9
Moorea,2006,4,-17.547,-149.769,10,nd,47.3
Moorea,2006,4,-17.547,-149.769,10,nd,28.9
Moorea,2006,4,-17.547,-149.769,10,nd,16.3
Moorea,2006,4,-17.547,-149.769,10,nd,42.1
Moorea,2006,4,-17.547,-149.769,10,nd,29.4
Moorea,2006,4,-17.547,-149.769,10,nd,31.2
Moorea,2006,4,-17.547,-149.769,10,nd,9.0
Moorea,2006,4,-17.547,-149.769,10,nd,50.9
Moorea,2006,4,-17.547,-149.769,10,nd,25.4
Moorea,2006,4,-17.547,-149.769,10,nd,48.3
Moorea,2006,4,-17.547,-149.769,10,nd,29.8
Moorea,2006,4,-17.547,-149.769,10,nd,26.9
Moorea,2006,4,-17.547,-149.769,10,nd,43.8
Moorea,2006,4,-17.547,-149.769,10,nd,14.8
Moorea,2006,4,-17.547,-149.769,10,nd,25.8
Moorea,2006,4,-17.547,-149.769,10,nd,4.3
Moorea,2006,4,-17.547,-149.769,10,nd,45.2
Moorea,2006,4,-17.547,-149.769,10,nd,36.8
Moorea,2006,4,-17.547,-149.769,10,nd,28.4
Moorea,2006,4,-17.547,-149.769,10,nd,31.9
Moorea,2006,4,-17.547,-149.769,10,nd,62.4
Moorea,2006,4,-17.547,-149.769,10,nd,49.7
Moorea,2006,4,-17.547,-149.769,10,nd,41.8
Moorea,2006,4,-17.547,-149.769,10,nd,39.0
Moorea,2006,4,-17.547,-149.769,10,nd,13.6
Moorea,2006,4,-17.547,-149.769,10,nd,41.0
Moorea,2006,4,-17.547,-149.769,10,nd,19.5
Moorea,2006,4,-17.547,-149.769,10,nd,23.7
Moorea,2006,5,-17.581,-149.875,10,nd,45.5
Moorea,2006,5,-17.581,-149.875,10,nd,43.3
Moorea,2006,5,-17.581,-149.875,10,nd,37.1
Moorea,2006,5,-17.581,-149.875,10,nd,45.0
Moorea,2006,5,-17.581,-149.875,10,nd,37.6
Moorea,2006,5,-17.581,-149.875,10,nd,41.7
Moorea,2006,5,-17.581,-149.875,10,nd,17.3
Moorea,2006,5,-17.581,-149.875,10,nd,34.8
Moorea,2006,5,-17.581,-149.875,10,nd,51.6
Moorea,2006,5,-17.581,-149.875,10,nd,72.5
Moorea,2006,5,-17.581,-149.875,10,nd,66.9
Moorea,2006,5,-17.581,-149.875,10,nd,47.6
Moorea,2006,5,-17.581,-149.875,10,nd,42.9
Moorea,2006,5,-17.581,-149.875,10,nd,13.9
Moorea,2006,5,-17.581,-149.875,10,nd,59.1
Moorea,2006,5,-17.581,-149.875,10,nd,21.3
Moorea,2006,5,-17.581,-149.875,10,nd,59.4
Moorea,2006,5,-17.581,-149.875,10,nd,49.4
Moorea,2006,5,-17.581,-149.875,10,nd,42.2
Moorea,2006,5,-17.581,-149.875,10,nd,14.8
Moorea,2006,5,-17.581,-149.875,10,nd,23.5
Moorea,2006,5,-17.581,-149.875,10,nd,37.7
Moorea,2006,5,-17.581,-149.875,10,nd,34.1
Moorea,2006,5,-17.581,-149.875,10,nd,50.9
Moorea,2006,5,-17.581,-149.875,10,nd,34.4
Moorea,2006,5,-17.581,-149.875,10,nd,28.0
Moorea,2006,5,-17.581,-149.875,10,nd,31.5
Moorea,2006,5,-17.581,-149.875,10,nd,25.1
Moorea,2006,5,-17.581,-149.875,10,nd,38.4
Moorea,2006,5,-17.581,-149.875,10,nd,23.9
Moorea,2006,5,-17.581,-149.875,10,nd,17.7
Moorea,2006,5,-17.581,-149.875,10,nd,19.3
Moorea,2006,5,-17.581,-149.875,10,nd,25.7
Moorea,2006,5,-17.581,-149.875,10,nd,63.1
Moorea,2006,5,-17.581,-149.875,10,nd,47.6
Moorea,2006,5,-17.581,-149.875,10,nd,38.5
Moorea,2006,5,-17.581,-149.875,10,nd,16.1
Moorea,2006,5,-17.581,-149.875,10,nd,19.8
Moorea,2006,5,-17.581,-149.875,10,nd,26.7
Moorea,2006,6,-17.519,-149.923,10,nd,20.7
Moorea,2006,6,-17.519,-149.923,10,nd,25.9
Moorea,2006,6,-17.519,-149.923,10,nd,38.5
Moorea,2006,6,-17.519,-149.923,10,nd,50.3
Moorea,2006,6,-17.519,-149.923,10,nd,37.8
Moorea,2006,6,-17.519,-149.923,10,nd,26.5
Moorea,2006,6,-17.519,-149.923,10,nd,73.1
Moorea,2006,6,-17.519,-149.923,10,nd,72.7
Moorea,2006,6,-17.519,-149.923,10,nd,31.9
Moorea,2006,6,-17.519,-149.923,10,nd,35.5
Moorea,2006,6,-17.519,-149.923,10,nd,28.9
Moorea,2006,6,-17.519,-149.923,10,nd,47.1
Moorea,2006,6,-17.519,-149.923,10,nd,46.8
Moorea,2006,6,-17.519,-149.923,10,nd,28.2
Moorea,2006,6,-17.519,-149.923,10,nd,18.9
Moorea,2006,6,-17.519,-149.923,10,nd,51.8
Moorea,2006,6,-17.519,-149.923,10,nd,19.3
Moorea,2006,6,-17.519,-149.923,10,nd,31.4
Moorea,2006,6,-17.519,-149.923,10,nd,35.4
Moorea,2006,6,-17.519,-149.923,10,nd,49.7
Moorea,2006,6,-17.519,-149.923,10,nd,27.6
Moorea,2006,6,-17.519,-149.923,10,nd,44.2
Moorea,2006,6,-17.519,-149.923,10,nd,39.6
Moorea,2006,6,-17.519,-149.923,10,nd,25.0
Moorea,2006,6,-17.519,-149.923,10,nd,30.9
Moorea,2006,6,-17.519,-149.923,10,nd,38.0
Moorea,2006,6,-17.519,-149.923,10,nd,24.1
Moorea,2006,6,-17.519,-149.923,10,nd,52.4
Moorea,2006,6,-17.519,-149.923,10,nd,28.3
Moorea,2006,6,-17.519,-149.923,10,nd,42.8
Moorea,2006,6,-17.519,-149.923,10,nd,35.2
Moorea,2006,6,-17.519,-149.923,10,nd,44.8
Moorea,2006,6,-17.519,-149.923,10,nd,50.3
Moorea,2006,6,-17.519,-149.923,10,nd,20.4
Moorea,2006,6,-17.519,-149.923,10,nd,33.7
Moorea,2006,6,-17.519,-149.923,10,nd,34.5
Moorea,2006,6,-17.519,-149.923,10,nd,8.0
Moorea,2006,6,-17.519,-149.923,10,nd,31.7
Moorea,2006,6,-17.519,-149.923,10,nd,18.4
Moorea,2007,1,-17.474,-149.836,10,nd,17.9
Moorea,2007,1,-17.474,-149.836,10,nd,38.2
Moorea,2007,1,-17.474,-149.836,10,nd,48.7
Moorea,2007,1,-17.474,-149.836,10,nd,53.9
Moorea,2007,1,-17.474,-149.836,10,nd,34.6
Moorea,2007,1,-17.474,-149.836,10,nd,35.7
Moorea,2007,1,-17.474,-149.836,10,nd,63.2
Moorea,2007,1,-17.474,-149.836,10,nd,42.1
Moorea,2007,1,-17.474,-149.836,10,nd,34.0
Moorea,2007,1,-17.474,-149.836,10,nd,41.5
Moorea,2007,1,-17.474,-149.836,10,nd,41.6
